Product Name,Category,Region,Quantity,Sales,Profit
Headphones,Accessories,South,7,7763,1444.27
Headphones,Accessories,North,2,178,31.46
Keyboard,Accessories,West,5,4200,330.48
Tablet,Electronics,North,4,1428,160.54
Keyboard,Accessories,West,6,6834,1418.21
Laptop,Electronics,West,5,4380,275.84
Smartphone,Electronics,East,9,2718,271.51
Smartwatch,Electronics,West,5,1045,89.0
Mouse,Accessories,East,4,392,39.23
Smartphone,Electronics,South,5,2665,369.73
Mouse,Accessories,South,1,1187,206.28
Tablet,Electronics,West,5,1635,321.84
Laptop,Electronics,South,5,4445,642.83
Tablet,Electronics,South,2,358,41.46
Smartwatch,Electronics,South,3,375,80.58
Smartwatch,Electronics,North,9,7128,457.11
Laptop,Electronics,North,9,1809,392.44
Mouse,Accessories,North,9,3384,252.11
Camera,Electronics,North,7,1085,130.72
Smartwatch,Electronics,West,5,2455,714.35
Keyboard,Accessories,South,6,7056,1445.01
Laptop,Electronics,North,9,7497,2241.59
Tablet,Electronics,North,8,480,132.45
Smartphone,Electronics,North,3,3408,727.26
Monitor,Accessories,West,3,1479,207.58
Camera,Electronics,West,6,4800,930.44
Tablet,Electronics,East,2,1486,201.07
Smartwatch,Electronics,West,2,2362,185.89
Camera,Electronics,East,2,1310,212.43
Camera,Electronics,North,5,5070,889.97
Monitor,Accessories,West,7,1876,129.25
Tablet,Electronics,South,2,960,124.02
Smartwatch,Electronics,West,6,7026,1814.21
Mouse,Accessories,North,9,2763,458.4
Printer,Office,South,7,4823,420.58
Keyboard,Accessories,West,2,1312,344.0
Camera,Electronics,South,3,285,38.37
Mouse,Accessories,North,7,5789,950.45
Headphones,Accessories,East,6,5874,1386.51
Monitor,Accessories,West,5,4435,355.51
Camera,Electronics,North,1,699,108.94
Tablet,Electronics,South,2,1300,267.46
Printer,Office,South,8,2592,432.37
Monitor,Accessories,West,5,4880,664.06
Laptop,Electronics,South,6,2658,200.79
Camera,Electronics,South,9,4941,894.52
Monitor,Accessories,West,9,5796,1729.18
Tablet,Electronics,North,7,4102,354.03
Camera,Electronics,West,9,1557,117.36
Laptop,Electronics,North,4,2276,399.94
Tablet,Electronics,West,8,2296,560.48
Smartphone,Electronics,East,9,2466,638.41
Headphones,Accessories,North,2,634,161.1
Monitor,Accessories,South,2,2060,517.64
Printer,Office,East,1,1029,173.61
Smartphone,Electronics,East,6,6780,811.92
Smartphone,Electronics,North,3,2652,161.67
Tablet,Electronics,South,9,7362,441.36
Printer,Office,West,5,1205,235.19
Mouse,Accessories,West,8,4928,1038.18
Smartwatch,Electronics,North,2,1062,83.49
Headphones,Accessories,South,3,2658,175.89
Mouse,Accessories,South,7,4340,383.9
Keyboard,Accessories,West,3,1875,152.07
Smartphone,Electronics,South,2,970,262.19
Camera,Electronics,South,6,1218,129.36
Printer,Office,North,9,5454,385.51
Laptop,Electronics,South,4,1088,295.09
Camera,Electronics,North,9,9657,1187.22
Headphones,Accessories,East,2,2046,233.47
Camera,Electronics,South,4,3840,552.57
Mouse,Accessories,East,1,763,217.94
Camera,Electronics,East,5,3670,924.95
Smartphone,Electronics,South,4,3868,819.26
Camera,Electronics,North,5,4930,387.33
Tablet,Electronics,South,1,552,115.74
Keyboard,Accessories,West,2,1816,129.24
Monitor,Accessories,East,5,3850,419.55
Smartphone,Electronics,West,2,1668,437.3
Headphones,Accessories,South,9,4797,1193.95
Camera,Electronics,North,4,4716,1084.16
Mouse,Accessories,North,2,632,87.45
Keyboard,Accessories,South,5,1090,140.7
Smartphone,Electronics,West,4,3892,1052.72
Laptop,Electronics,West,1,1126,194.08
Smartphone,Electronics,North,7,6020,384.74
Monitor,Accessories,North,3,3153,563.56
Laptop,Electronics,South,4,1372,302.58
Monitor,Accessories,North,8,1224,281.43
Tablet,Electronics,East,2,2314,312.07
Tablet,Electronics,North,3,774,212.02
Printer,Office,East,2,2080,450.24
Laptop,Electronics,East,4,1628,314.96
Mouse,Accessories,West,1,509,103.28
Tablet,Electronics,South,4,2104,308.0
Camera,Electronics,West,4,3720,410.92
Tablet,Electronics,East,3,369,36.07
Smartwatch,Electronics,West,8,520,30.58
Smartwatch,Electronics,South,2,2044,460.03
Keyboard,Accessories,North,2,1160,206.49
Printer,Office,North,5,1230,158.23
Tablet,Electronics,South,4,1900,372.18
Smartwatch,Electronics,North,9,10251,737.45
Monitor,Accessories,West,2,222,23.65
Smartphone,Electronics,East,4,3364,527.28
Monitor,Accessories,North,2,1538,97.15
Smartwatch,Electronics,North,4,1440,200.09
Keyboard,Accessories,South,5,2895,334.35
Smartphone,Electronics,East,5,1520,433.53
Tablet,Electronics,West,5,1185,254.34
Headphones,Accessories,West,8,7576,1703.42
Monitor,Accessories,North,9,1341,150.7
Keyboard,Accessories,East,9,9810,549.46
Keyboard,Accessories,South,7,798,219.2
Monitor,Accessories,South,6,1440,130.4
Mouse,Accessories,West,8,1608,464.18
Smartwatch,Electronics,East,3,3108,220.97
Mouse,Accessories,East,2,442,28.13
Camera,Electronics,South,7,5971,502.14
Smartphone,Electronics,West,2,966,241.54
Tablet,Electronics,East,7,2646,380.83
Printer,Office,West,3,3111,382.52
Printer,Office,North,2,180,10.78
Monitor,Accessories,North,8,9056,2281.97
Monitor,Accessories,East,1,1117,119.89
Laptop,Electronics,South,4,628,156.98
Smartwatch,Electronics,East,6,2472,363.38
Laptop,Electronics,West,5,4580,1148.06
Printer,Office,West,4,700,120.19
Headphones,Accessories,North,2,978,210.75
Smartwatch,Electronics,North,1,758,96.44
Headphones,Accessories,East,9,6822,1811.37
Smartphone,Electronics,North,4,2432,657.18
Mouse,Accessories,West,3,2250,301.97
Smartwatch,Electronics,West,4,972,97.55
Keyboard,Accessories,North,1,644,49.25
Smartwatch,Electronics,West,5,1840,307.09
Laptop,Electronics,West,3,873,57.42
Smartwatch,Electronics,North,9,5004,973.65
Monitor,Accessories,North,7,826,101.01
Smartwatch,Electronics,South,5,4935,625.39
Camera,Electronics,North,6,4680,932.97
Camera,Electronics,East,6,6768,1851.01
Mouse,Accessories,South,8,4248,831.54
Headphones,Accessories,South,7,6895,1596.35
Smartphone,Electronics,East,8,9208,2595.33
Smartwatch,Electronics,West,5,3170,379.27
Smartwatch,Electronics,East,2,502,137.4
Smartwatch,Electronics,West,6,5712,638.29
Printer,Office,West,4,3432,364.27
Keyboard,Accessories,North,7,3752,835.34
Mouse,Accessories,East,6,1824,213.47
Monitor,Accessories,North,3,1050,292.64
Keyboard,Accessories,East,7,2436,715.14
Mouse,Accessories,East,6,4260,372.33
Keyboard,Accessories,East,5,1020,162.36
Mouse,Accessories,South,7,770,129.11
Headphones,Accessories,West,2,1090,296.12
Smartwatch,Electronics,North,9,2952,605.85
Printer,Office,East,5,3085,413.52
Tablet,Electronics,West,7,2611,539.37
Smartphone,Electronics,East,9,7425,1580.86
Smartphone,Electronics,East,8,4576,900.04
Headphones,Accessories,West,8,5712,1191.02
Tablet,Electronics,West,6,5706,1306.92
Mouse,Accessories,North,3,453,89.49
Camera,Electronics,South,9,8127,1906.5
Laptop,Electronics,East,7,1750,90.21
Smartwatch,Electronics,East,2,2216,650.27
Smartwatch,Electronics,East,5,1440,274.54
Camera,Electronics,South,9,4698,1262.47
Smartphone,Electronics,South,9,4536,479.78
Keyboard,Accessories,West,3,2082,346.53
Headphones,Accessories,North,6,1068,190.77
Mouse,Accessories,South,1,272,45.33
Camera,Electronics,North,5,410,40.96
Laptop,Electronics,East,8,4624,893.74
Smartphone,Electronics,East,3,411,55.73
Headphones,Accessories,South,2,574,38.52
Printer,Office,West,6,3774,606.94
Monitor,Accessories,South,2,1504,164.51
Mouse,Accessories,East,3,2688,476.77
Monitor,Accessories,South,6,6834,1211.75
Camera,Electronics,East,7,6797,665.29
Headphones,Accessories,South,9,9810,1008.6
Printer,Office,South,3,3330,503.85
Tablet,Electronics,East,2,1748,506.52
Smartwatch,Electronics,West,2,1518,87.6
Tablet,Electronics,South,8,9392,891.07
Laptop,Electronics,North,8,7544,1219.73
Tablet,Electronics,West,5,325,21.01
Mouse,Accessories,South,7,7805,1078.03
Headphones,Accessories,North,6,1716,108.81
Tablet,Electronics,North,9,1404,89.43
Tablet,Electronics,North,4,4240,251.46
Tablet,Electronics,West,4,3932,309.43
Mouse,Accessories,North,1,1140,117.05
Monitor,Accessories,North,5,3625,268.73
Mouse,Accessories,West,8,1192,289.91
Monitor,Accessories,South,9,873,82.35
Camera,Electronics,North,1,722,49.7
Smartwatch,Electronics,West,1,243,21.75
Headphones,Accessories,South,9,4176,510.97
Monitor,Accessories,East,9,9657,1233.47
Smartwatch,Electronics,North,7,7154,1177.51
Headphones,Accessories,East,1,441,102.42
Tablet,Electronics,East,9,720,192.83
Smartwatch,Electronics,East,8,456,90.24
Keyboard,Accessories,North,2,1170,249.99
Printer,Office,West,8,4200,1017.94
Smartphone,Electronics,East,1,593,133.01
Headphones,Accessories,North,1,987,207.69
Smartwatch,Electronics,West,8,8768,1065.8
Camera,Electronics,West,1,354,65.99
Smartwatch,Electronics,North,9,5202,1271.47
Keyboard,Accessories,South,8,7864,1615.58
Keyboard,Accessories,East,1,750,37.97
Laptop,Electronics,West,2,2362,342.27
Camera,Electronics,South,2,1924,422.25
Tablet,Electronics,North,2,746,170.75
Laptop,Electronics,East,6,1398,180.88
Mouse,Accessories,North,3,2982,452.22
Mouse,Accessories,North,6,4056,815.1
Smartphone,Electronics,West,8,4240,519.72
Laptop,Electronics,North,3,1950,116.12
Printer,Office,West,1,98,28.57
Printer,Office,West,8,1376,152.1
Laptop,Electronics,East,8,9304,1855.7
Smartphone,Electronics,North,9,9360,910.35
Monitor,Accessories,West,1,312,43.01
Monitor,Accessories,South,2,1046,273.38
Smartwatch,Electronics,South,9,6435,1096.88
Smartphone,Electronics,East,8,6056,1029.9
Laptop,Electronics,West,5,4405,1247.86
Smartwatch,Electronics,East,8,1280,131.56
Monitor,Accessories,South,5,2180,400.01
Keyboard,Accessories,South,7,7672,896.11
Mouse,Accessories,North,7,5957,1077.86
Keyboard,Accessories,West,9,10035,1486.3
Smartphone,Electronics,South,3,987,97.01
Tablet,Electronics,West,4,1004,240.13
Smartwatch,Electronics,South,7,4270,1197.44
Mouse,Accessories,West,6,3186,841.04
Tablet,Electronics,South,5,4170,658.98
Keyboard,Accessories,North,3,2400,297.07
Headphones,Accessories,West,6,2640,668.12
Printer,Office,West,3,3186,527.75
Laptop,Electronics,North,4,4048,641.23
Printer,Office,East,9,1260,246.6
Smartwatch,Electronics,East,1,498,38.67
Keyboard,Accessories,East,3,1263,368.46
Smartphone,Electronics,East,6,480,131.08
Mouse,Accessories,West,4,2536,148.85
Printer,Office,South,1,668,94.08
Tablet,Electronics,North,6,6402,1366.28
Smartphone,Electronics,East,6,3288,249.02
Monitor,Accessories,North,5,3570,517.82
Tablet,Electronics,South,5,620,62.49
Tablet,Electronics,East,1,120,9.43
Monitor,Accessories,East,5,5180,726.62
Smartwatch,Electronics,South,7,2324,611.7
Camera,Electronics,North,3,2859,404.56
Headphones,Accessories,South,5,2025,295.13
Tablet,Electronics,South,8,408,83.16
Printer,Office,West,5,265,53.21
Tablet,Electronics,West,7,2506,537.98
Monitor,Accessories,South,5,1350,198.19
Keyboard,Accessories,West,9,2817,432.67
Printer,Office,South,5,4750,1179.56
Smartphone,Electronics,West,7,1400,80.49
Smartwatch,Electronics,West,8,6488,1845.07
Smartwatch,Electronics,South,6,5580,394.03
Monitor,Accessories,West,7,3619,827.39
Headphones,Accessories,South,8,9224,514.06
Tablet,Electronics,East,7,4669,1088.15
Smartwatch,Electronics,South,4,2008,451.68
Tablet,Electronics,South,7,4466,763.14
Keyboard,Accessories,North,7,1274,317.92
Keyboard,Accessories,South,1,711,158.89
Laptop,Electronics,East,9,4860,1425.54
Tablet,Electronics,East,6,3396,987.68
Headphones,Accessories,East,4,3168,939.45
Smartphone,Electronics,North,2,744,110.81
Smartphone,Electronics,West,8,544,40.78
Keyboard,Accessories,North,5,365,94.05
Tablet,Electronics,West,5,3415,496.48
Printer,Office,East,6,3222,846.27
Smartwatch,Electronics,West,2,1200,191.43
Printer,Office,South,9,7452,1259.82
Monitor,Accessories,East,6,6522,502.98
Mouse,Accessories,South,9,657,109.39
Smartphone,Electronics,East,1,1131,304.62
Smartphone,Electronics,North,1,636,42.4
Smartwatch,Electronics,North,4,2200,484.33
Laptop,Electronics,West,4,4196,655.29
Smartphone,Electronics,West,1,954,48.97
Mouse,Accessories,West,3,375,107.26
Tablet,Electronics,East,2,952,112.39
Keyboard,Accessories,West,8,9296,1556.05
Monitor,Accessories,West,7,8176,2308.76
Tablet,Electronics,South,1,1179,159.42
Laptop,Electronics,West,9,2493,696.69
Headphones,Accessories,West,4,3616,745.75
Tablet,Electronics,West,1,1178,182.76
Headphones,Accessories,South,3,2025,403.0
Keyboard,Accessories,South,9,10629,2843.54
Smartphone,Electronics,North,5,590,52.55
Printer,Office,East,2,124,27.42
Smartwatch,Electronics,West,7,595,148.5
Smartwatch,Electronics,South,9,7182,461.61
Laptop,Electronics,South,7,1477,367.22
Keyboard,Accessories,East,8,5784,1276.57
Keyboard,Accessories,East,4,1516,256.96
Smartphone,Electronics,North,9,7146,2125.44
Smartwatch,Electronics,East,1,379,42.24
Monitor,Accessories,East,4,1080,204.95
Smartphone,Electronics,North,4,3640,695.31
Mouse,Accessories,North,2,2344,385.19
Headphones,Accessories,South,2,1242,191.82
Laptop,Electronics,West,8,664,126.6
Headphones,Accessories,South,2,1210,268.37
Mouse,Accessories,South,6,2940,609.99
Tablet,Electronics,East,4,1360,373.59
Smartphone,Electronics,East,9,6102,947.91
Headphones,Accessories,South,3,3546,490.28
Smartwatch,Electronics,South,6,3504,980.7
Monitor,Accessories,West,9,6993,1945.56
Camera,Electronics,South,7,3444,607.44
Laptop,Electronics,East,1,735,139.31
Headphones,Accessories,South,5,4680,516.26
Headphones,Accessories,North,9,7992,1979.53
Keyboard,Accessories,East,9,1467,372.17
Headphones,Accessories,East,1,307,80.19
Smartphone,Electronics,West,1,877,110.99
Headphones,Accessories,North,1,1030,190.47
Mouse,Accessories,East,7,1197,106.53
Mouse,Accessories,West,6,3660,1079.0
Mouse,Accessories,South,2,1446,403.89
Headphones,Accessories,South,4,2500,467.34
Laptop,Electronics,South,8,3136,494.26
Smartwatch,Electronics,West,9,5382,1037.04
Smartwatch,Electronics,South,5,1570,312.81
Smartphone,Electronics,South,9,4527,677.34
Mouse,Accessories,East,2,630,144.14
Printer,Office,West,7,2471,566.51
Headphones,Accessories,West,2,2018,227.75
Tablet,Electronics,North,2,1298,239.45
Laptop,Electronics,West,8,9512,663.23
Laptop,Electronics,East,7,945,75.21
Mouse,Accessories,East,4,2580,669.67
Monitor,Accessories,North,5,490,55.59
Smartphone,Electronics,East,8,5496,1104.93
Smartphone,Electronics,South,1,325,46.84
Tablet,Electronics,West,2,702,112.04
Headphones,Accessories,South,9,8667,781.78
Laptop,Electronics,South,8,2584,568.77
Headphones,Accessories,East,6,5298,1209.88
Headphones,Accessories,North,6,5628,1033.15
Smartphone,Electronics,West,5,390,27.77
Laptop,Electronics,North,3,3024,622.29
Keyboard,Accessories,South,1,361,58.8
Headphones,Accessories,South,7,462,56.89
Laptop,Electronics,North,1,290,61.14
Keyboard,Accessories,West,7,6552,635.09
Smartphone,Electronics,North,2,1614,331.3
Smartphone,Electronics,West,4,3732,468.6
Tablet,Electronics,North,8,4064,543.9
Mouse,Accessories,East,6,2742,334.48
Camera,Electronics,North,6,3822,388.34
Headphones,Accessories,South,1,355,26.8
Printer,Office,North,2,212,13.4
Headphones,Accessories,South,3,1392,345.78
Tablet,Electronics,West,5,3380,287.05
Mouse,Accessories,East,5,4350,688.77
Printer,Office,South,9,7029,1005.58
Camera,Electronics,West,7,5572,690.68
Smartphone,Electronics,South,5,950,61.9
Keyboard,Accessories,North,6,5232,1270.64
Printer,Office,West,3,936,201.24
Monitor,Accessories,West,8,6968,1226.22
Tablet,Electronics,South,1,400,45.16
Camera,Electronics,South,7,7518,1655.91
Printer,Office,South,3,2523,506.7
Mouse,Accessories,South,9,7875,1243.56
Keyboard,Accessories,North,2,794,128.5
Keyboard,Accessories,North,9,4221,1238.6
Mouse,Accessories,North,1,564,164.5
Laptop,Electronics,East,5,660,90.86
Monitor,Accessories,East,4,2436,142.81
Camera,Electronics,East,3,447,58.4
Printer,Office,East,6,4464,1122.37
Monitor,Accessories,North,7,7812,1478.43
Smartwatch,Electronics,East,3,1242,206.74
Keyboard,Accessories,South,4,2108,375.62
Tablet,Electronics,East,4,2940,566.36
Smartphone,Electronics,East,5,1365,310.66
Smartphone,Electronics,South,4,4056,768.81
Laptop,Electronics,West,2,1562,119.56
Camera,Electronics,East,8,7528,1283.07
Camera,Electronics,West,7,6937,1753.02
Tablet,Electronics,South,8,3488,943.25
Smartwatch,Electronics,South,3,432,36.84
Smartwatch,Electronics,West,6,6792,1787.97
Monitor,Accessories,West,7,6384,734.79
Printer,Office,North,4,1016,269.88
Smartphone,Electronics,East,1,393,41.05
Camera,Electronics,East,2,1986,208.88
Tablet,Electronics,West,6,6324,629.2
Tablet,Electronics,North,6,5940,318.72
Smartphone,Electronics,North,8,4096,266.35
Headphones,Accessories,West,1,1086,161.05
Mouse,Accessories,North,3,2004,467.76
Smartwatch,Electronics,West,2,1158,227.61
Printer,Office,West,8,7072,2113.06
Monitor,Accessories,South,2,1234,257.89
Mouse,Accessories,North,5,3730,864.41
Monitor,Accessories,West,5,3170,868.34
Printer,Office,North,6,2910,173.45
Tablet,Electronics,South,6,3048,823.36
Keyboard,Accessories,North,1,163,22.07
Camera,Electronics,North,1,1163,115.09
Camera,Electronics,West,9,7083,560.88
Mouse,Accessories,East,6,1404,368.36
Headphones,Accessories,North,8,5432,1619.39
Mouse,Accessories,South,9,3186,583.24
Headphones,Accessories,North,7,3941,1113.85
Keyboard,Accessories,West,5,1405,194.33
Camera,Electronics,South,5,4470,526.96
Smartphone,Electronics,West,2,1514,180.67
Printer,Office,West,9,5904,1440.45
Mouse,Accessories,South,9,1773,168.01
Laptop,Electronics,West,9,9315,1808.68
Laptop,Electronics,West,4,3216,213.81
Printer,Office,North,4,544,67.84
Mouse,Accessories,East,4,316,77.13
Camera,Electronics,West,6,696,100.78
Monitor,Accessories,South,9,6588,1800.9
Laptop,Electronics,East,9,2655,701.11
Camera,Electronics,North,9,9180,2752.84
Printer,Office,West,6,6924,1693.77
Laptop,Electronics,East,9,8136,1923.89
Camera,Electronics,East,4,4416,1081.53
Printer,Office,South,6,5658,1504.97
Smartwatch,Electronics,South,1,563,46.96
Keyboard,Accessories,East,3,372,57.51
Camera,Electronics,West,5,5440,457.04
Laptop,Electronics,North,6,1092,63.98
Headphones,Accessories,East,4,3280,826.94
Monitor,Accessories,North,7,5131,368.11
Monitor,Accessories,West,2,828,50.07
Camera,Electronics,North,7,6853,1259.03
Camera,Electronics,South,5,905,70.91
Tablet,Electronics,West,3,2130,510.69
Headphones,Accessories,West,1,1055,88.61
Printer,Office,West,4,1116,242.31
Smartphone,Electronics,East,4,1932,472.91
Smartwatch,Electronics,North,4,4476,977.6
Headphones,Accessories,North,8,3832,741.44
Camera,Electronics,North,5,1580,166.16
Keyboard,Accessories,West,4,3732,671.19
Keyboard,Accessories,East,6,2262,442.86
Camera,Electronics,East,8,9392,2651.84
Laptop,Electronics,South,5,3985,824.4
Smartwatch,Electronics,North,3,2727,554.46
Smartwatch,Electronics,South,6,810,108.61
Mouse,Accessories,West,7,5327,950.7
Camera,Electronics,West,3,1722,203.04
Tablet,Electronics,West,1,853,97.5
Smartphone,Electronics,West,6,7014,1202.25
Smartphone,Electronics,East,6,2478,153.86
Printer,Office,North,5,2860,339.0
Mouse,Accessories,East,7,7966,955.8
Smartwatch,Electronics,West,2,1644,189.32
Mouse,Accessories,South,9,7938,1191.41
Headphones,Accessories,North,4,1664,190.82
Laptop,Electronics,East,3,426,50.8
Smartphone,Electronics,South,6,4872,612.73
Monitor,Accessories,East,7,7420,1107.31
Monitor,Accessories,South,8,928,170.05
Tablet,Electronics,South,5,2435,688.82
Laptop,Electronics,North,3,513,132.56
Camera,Electronics,West,9,6876,1895.24
Smartphone,Electronics,North,8,8896,1154.96
Printer,Office,East,2,1042,86.24
Mouse,Accessories,South,9,3411,444.87
Printer,Office,North,3,1674,435.95
Printer,Office,North,5,3765,670.8
Headphones,Accessories,West,7,4312,1088.34
Smartphone,Electronics,North,7,3038,570.98
Smartwatch,Electronics,East,2,1026,64.51
Tablet,Electronics,North,1,607,33.77
Printer,Office,South,5,3235,941.24
Smartwatch,Electronics,South,9,2718,195.97
Mouse,Accessories,North,4,2972,827.46
Camera,Electronics,East,2,2084,586.72
Monitor,Accessories,South,2,1706,184.71
Camera,Electronics,East,6,4542,1169.16
Printer,Office,North,6,4146,966.79
Smartphone,Electronics,North,4,1740,224.79
Laptop,Electronics,North,4,952,264.61
Mouse,Accessories,South,2,266,20.11
Monitor,Accessories,East,5,575,47.35
Laptop,Electronics,North,5,2410,636.83
Mouse,Accessories,West,7,4487,688.76
Headphones,Accessories,South,5,2820,737.68
Keyboard,Accessories,West,4,4152,317.28
Printer,Office,North,8,6936,1156.52
Laptop,Electronics,South,5,2365,667.61
Smartphone,Electronics,East,7,7238,1597.03
Headphones,Accessories,North,3,1830,183.62
Printer,Office,North,5,5960,1139.78
Printer,Office,West,4,1256,362.22
Laptop,Electronics,East,9,6345,1627.26
Smartwatch,Electronics,East,6,396,89.51
Laptop,Electronics,West,6,5448,963.82
Smartwatch,Electronics,West,9,10206,592.77
Headphones,Accessories,North,1,426,93.83
Smartphone,Electronics,East,7,3955,1144.76
Tablet,Electronics,East,1,169,22.99
Camera,Electronics,East,6,2562,612.36
Smartphone,Electronics,South,6,5604,615.07
Mouse,Accessories,West,3,1791,122.5
Monitor,Accessories,East,3,2964,446.54
Mouse,Accessories,West,9,8172,1296.29
Keyboard,Accessories,West,2,1512,298.73
Printer,Office,West,3,828,210.33
Smartphone,Electronics,West,6,1578,82.85
Mouse,Accessories,West,3,3348,331.28
Mouse,Accessories,East,6,4944,758.46
Mouse,Accessories,West,5,3350,986.33
Smartwatch,Electronics,North,7,5509,1648.74
Headphones,Accessories,West,7,1624,436.13
Smartphone,Electronics,North,8,4824,1187.93
Mouse,Accessories,East,4,1560,461.15
Laptop,Electronics,South,9,10620,2946.93
Printer,Office,West,9,7524,2017.85
Printer,Office,South,1,914,270.74
Mouse,Accessories,North,5,2735,483.2
Smartphone,Electronics,North,8,7664,1251.65
Printer,Office,North,4,3864,717.45
Mouse,Accessories,North,7,4676,242.64
Smartwatch,Electronics,East,6,648,62.25
Camera,Electronics,West,5,845,69.35
Monitor,Accessories,South,4,2836,698.83
Smartwatch,Electronics,East,7,6041,776.09
Smartwatch,Electronics,East,2,1378,183.1
Smartphone,Electronics,West,6,1956,434.03
Printer,Office,South,4,2440,410.86
Laptop,Electronics,West,5,4325,1023.39
Smartphone,Electronics,East,9,6903,837.35
Smartwatch,Electronics,North,4,508,37.94
Camera,Electronics,East,7,5159,755.22
Keyboard,Accessories,East,3,2412,468.27
Headphones,Accessories,South,4,3252,713.46
Smartwatch,Electronics,West,8,7072,1983.42
Tablet,Electronics,North,2,1212,151.07
Printer,Office,South,7,3528,260.06
Mouse,Accessories,South,5,5295,1375.98
Camera,Electronics,South,7,5621,1390.73
Headphones,Accessories,South,2,1574,196.84
Mouse,Accessories,West,8,6232,499.63
Keyboard,Accessories,North,4,1088,283.61
Camera,Electronics,West,2,1958,227.77
Camera,Electronics,West,3,225,20.52
Mouse,Accessories,South,8,7520,995.03
Printer,Office,East,4,1440,130.24
Camera,Electronics,West,7,5355,1143.16
Monitor,Accessories,North,5,5155,356.43
Tablet,Electronics,South,2,2212,145.75
Printer,Office,South,7,2443,661.21
Keyboard,Accessories,East,6,6432,807.94
Laptop,Electronics,North,2,330,66.57
Camera,Electronics,North,6,1836,508.81
Mouse,Accessories,West,4,864,251.99
Smartwatch,Electronics,East,2,2334,158.07
Headphones,Accessories,West,1,307,60.51
Smartwatch,Electronics,East,3,1533,440.88
Keyboard,Accessories,East,6,6900,1109.73
Monitor,Accessories,North,4,4064,771.16
Printer,Office,West,7,3185,765.41
Monitor,Accessories,West,5,1350,321.9
Smartphone,Electronics,South,3,582,48.08
Tablet,Electronics,East,2,858,73.49
Monitor,Accessories,West,7,8162,443.81
Mouse,Accessories,East,1,849,205.88
Keyboard,Accessories,West,2,1068,85.71
Smartphone,Electronics,East,7,5516,1475.67
Tablet,Electronics,North,2,1874,333.86
Smartphone,Electronics,South,4,3152,307.62
Camera,Electronics,South,3,3126,710.14
Camera,Electronics,South,3,1770,366.58
Printer,Office,West,2,2286,218.18
Smartphone,Electronics,North,5,4005,226.09
Laptop,Electronics,East,9,9225,2526.27
Headphones,Accessories,West,9,7776,677.74
Laptop,Electronics,South,5,880,255.9
Smartphone,Electronics,West,5,475,76.22
Laptop,Electronics,West,3,867,58.2
Printer,Office,West,6,4266,357.51
Laptop,Electronics,South,2,120,7.74
Laptop,Electronics,West,6,3096,277.68
Keyboard,Accessories,South,8,7968,1551.12
Keyboard,Accessories,North,8,5312,841.13
Monitor,Accessories,South,6,3888,275.72
Laptop,Electronics,North,4,2108,576.48
Headphones,Accessories,East,6,5358,568.34
Tablet,Electronics,North,9,8973,471.86
Tablet,Electronics,South,8,3896,735.66
Laptop,Electronics,West,5,4445,580.15
Camera,Electronics,West,5,2025,414.42
Printer,Office,North,8,6792,1125.23
Keyboard,Accessories,North,6,2508,480.48
Smartwatch,Electronics,West,6,1350,356.88
Monitor,Accessories,West,8,5384,724.8
Monitor,Accessories,West,7,5047,915.75
Headphones,Accessories,South,6,3048,842.24
Tablet,Electronics,East,4,3028,685.23
Headphones,Accessories,South,3,1785,93.17
Tablet,Electronics,North,1,797,65.27
Printer,Office,North,9,5904,1152.23
Monitor,Accessories,West,8,9056,1860.37
Smartphone,Electronics,West,2,1132,290.56
Monitor,Accessories,South,1,617,145.37
Tablet,Electronics,West,5,2595,774.2
Mouse,Accessories,South,2,2134,269.53
Keyboard,Accessories,North,7,3829,876.35
Mouse,Accessories,West,1,312,40.47
Laptop,Electronics,East,4,944,176.56
Printer,Office,West,2,146,15.48
Printer,Office,West,4,1100,100.02
Laptop,Electronics,East,9,4158,672.32
Printer,Office,South,3,1446,278.94
Tablet,Electronics,South,6,5952,971.53
Printer,Office,South,8,4696,410.03
Tablet,Electronics,North,7,6804,1383.81
Monitor,Accessories,West,6,3750,645.69
Camera,Electronics,South,8,2624,294.24
Laptop,Electronics,West,6,4302,276.35
Camera,Electronics,South,1,846,103.3
Smartphone,Electronics,East,1,464,66.26
Laptop,Electronics,West,1,589,158.85
Smartphone,Electronics,East,2,2042,501.34
Camera,Electronics,North,2,2134,119.89
Smartwatch,Electronics,West,3,1488,382.09
Printer,Office,North,9,7281,396.28
Headphones,Accessories,South,1,365,50.1
Headphones,Accessories,West,9,1899,501.4
Monitor,Accessories,North,5,3350,389.95
Camera,Electronics,West,4,1956,125.69
Keyboard,Accessories,West,7,4347,712.79
Smartwatch,Electronics,East,6,3324,466.78
Smartphone,Electronics,East,2,1180,261.16
Headphones,Accessories,East,9,2223,347.01
Printer,Office,East,6,3576,1033.3
Tablet,Electronics,North,4,4556,315.07
Printer,Office,North,5,1850,346.4
Camera,Electronics,South,8,1088,160.33
Tablet,Electronics,East,7,5572,385.82
Headphones,Accessories,East,8,4200,854.89
Camera,Electronics,East,4,4692,409.07
Laptop,Electronics,West,1,879,149.52
Tablet,Electronics,South,7,1421,248.02
Printer,Office,South,5,3025,172.43
Printer,Office,West,9,1764,322.11
Tablet,Electronics,South,2,344,80.87
Monitor,Accessories,West,6,2490,720.06
Tablet,Electronics,South,9,9423,2794.89
